price,baths,land_size,beds,house_size,published_date,lon,lat,city,district,sqft_per_bed,house_land_ratio,baths_per_bed,price_per_house_size
29500000,3,8.0,4,4000.0,2021-11-17 12:11:00,79.9652344733477,6.8413884190132,kottawa,colombo,1000.0,1.8365472910927456,0.75,7375.0
30000000,2,8.8,2,1250.0,2021-11-17 12:09:00,79.874891471,6.81773117,ratmalana,colombo,625.0,0.5217463895149845,1.0,24000.0
55000000,2,11.0,4,3300.0,2021-11-17 12:09:00,79.913892,6.897711,battaramulla,colombo,825.0,1.1019283746556474,0.5,16666.666666666668
65000000,3,10.0,5,4000.0,2021-11-17 12:09:00,79.913892,6.897711,battaramulla,colombo,800.0,1.4692378328741964,0.6,16250.0
14000000,2,10.0,3,1350.0,2021-11-17 12:23:00,79.954618877,6.904072342,malabe,colombo,450.0,0.49586776859504134,0.6666666666666666,10370.37037037037
85000000,4,16.0,4,3500.0,2021-11-17 12:07:00,79.913892,6.897711,battaramulla,colombo,875.0,0.8034894398530762,1.0,24285.714285714286
50000000,7,18.0,10,5000.0,2021-11-17 12:06:00,80.2257614582777,6.06707893266221,karapitiya,galle,500.0,1.0203040506070808,0.7,10000.0
115000000,4,22.0,5,4800.0,2021-11-17 12:05:00,80.01667,6.86667,talawatugoda,colombo,960.0,0.8014024542950163,0.8,23958.333333333332
45000000,4,7.0,4,3800.0,2021-11-17 12:03:00,79.913892,6.897711,battaramulla,colombo,950.0,1.9939656303292668,1.0,11842.105263157895
115000000,4,22.0,5,4500.0,2021-11-17 12:02:00,79.913892,6.897711,battaramulla,colombo,900.0,0.7513148009015778,0.8,25555.555555555555
12000000,2,11.0,4,1700.0,2021-11-12 11:52:00,80.25365836,7.046053208,ruwanwella,kegalle,425.0,0.5676600717923032,0.5,7058.823529411765
13500000,2,12.5,3,1450.0,2021-11-17 11:59:00,79.894797,7.053406,kandana,gampaha,483.3333333333333,0.426078971533517,0.6666666666666666,9310.344827586207
